Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
22-Oct-19,EQ,"14,888.00","15,110.95","14,836.00","14,835.45","15,100.00","15,020.00","14,974.01","15,110.95","9,300.00",138011,"2,06,65,78,235.20",25436
18-Oct-19,EQ,"14,519.10","14,943.35","14,403.30","14,516.85","14,900.00","14,835.45","14,682.35","14,943.35","9,300.00",121565,"1,78,48,60,348.65",21122
17-Oct-19,EQ,"14,383.00","14,630.35","14,160.00","14,351.50","14,505.00","14,516.85","14,381.74","14,630.35","9,300.00",114493,"1,64,66,09,068.90",27948
16-Oct-19,EQ,"14,099.90","14,403.55","14,080.00","14,086.80","14,385.45","14,351.50","14,249.01","14,403.55","9,300.00",67279,"95,86,58,960.65",19449
15-Oct-19,EQ,"14,152.10","14,205.00","14,035.95","14,169.00","14,085.00","14,086.80","14,094.71","14,215.00","9,300.00",97808,"1,37,85,75,488.35",28434
14-Oct-19,EQ,"14,135.00","14,215.00","13,950.00","14,032.40","14,110.00","14,169.00","14,152.53","14,215.00","9,300.00",70672,"1,00,01,87,478.15",13916
11-Oct-19,EQ,"13,819.85","14,075.00","13,819.85","13,819.85","14,050.00","14,032.40","13,974.94","14,144.00","9,047.05",61075,"85,35,19,702.65",14020
10-Oct-19,EQ,"13,857.00","13,857.00","13,680.00","13,858.30","13,836.00","13,819.85","13,772.21","14,144.00","9,047.05",27905,"38,43,13,509.50",8841
09-Oct-19,EQ,"13,645.00","13,910.00","13,510.05","13,603.35","13,816.00","13,858.30","13,787.68","14,144.00","9,047.05",93577,"1,29,02,09,321.75",26346
07-Oct-19,EQ,"13,508.20","13,698.00","13,460.00","13,441.00","13,600.25","13,603.35","13,609.40","14,144.00","9,047.05",42763,"58,19,78,751.85",10840
04-Oct-19,EQ,"13,792.00","13,792.00","13,335.90","13,709.85","13,495.00","13,441.00","13,477.26","14,144.00","9,047.05",91909,"1,23,86,81,195.55",25602
03-Oct-19,EQ,"13,680.00","13,749.60","13,566.05","13,681.55","13,700.00","13,709.85","13,676.76","14,144.00","9,047.05",40894,"55,92,97,572.90",15277
01-Oct-19,EQ,"13,889.00","13,946.95","13,649.90","13,889.65","13,692.05","13,681.55","13,755.79","14,144.00","9,047.05",83545,"1,14,92,27,693.15",25724
30-Sep-19,EQ,"13,740.10","13,992.00","13,680.00","13,740.90","13,949.00","13,889.65","13,809.97","14,144.00","9,047.05",96499,"1,33,26,47,923.75",29718
27-Sep-19,EQ,"13,840.00","13,898.15","13,600.00","13,934.60","13,720.00","13,740.90","13,742.58","14,144.00","9,047.05",110119,"1,51,33,19,712.50",33174
26-Sep-19,EQ,"13,545.00","14,144.00","13,525.05","13,458.50","13,801.00","13,934.60","13,902.27","14,144.00","9,047.05",897253,"12,47,38,56,610.60",75921
25-Sep-19,EQ,"13,424.00","13,573.00","13,305.10","13,430.70","13,545.00","13,458.50","13,387.68","14,117.20","9,047.05",83246,"1,11,44,70,928.60",19752
24-Sep-19,EQ,"13,720.00","13,800.00","13,310.15","13,713.20","13,390.00","13,430.70","13,473.15","14,117.20","9,047.05",116332,"1,56,73,58,735.60",34272
23-Sep-19,EQ,"13,700.00","14,117.20","13,601.85","13,499.40","13,601.85","13,713.20","13,857.40","14,117.20","9,047.05",138605,"1,92,07,05,266.60",37374
20-Sep-19,EQ,"12,745.00","13,629.45","12,531.00","12,694.90","13,460.00","13,499.40","13,285.13","13,629.45","9,047.05",284070,"3,77,39,08,096.00",59802
19-Sep-19,EQ,"12,740.05","12,888.00","12,635.00","12,869.00","12,695.00","12,694.90","12,716.32","12,948.80","9,047.05",77719,"98,82,99,373.80",19748
18-Sep-19,EQ,"12,844.00","12,889.95","12,650.00","12,764.25","12,889.90","12,869.00","12,755.22","12,948.80","9,047.05",44518,"56,78,36,665.80",12167
17-Sep-19,EQ,"12,760.05","12,790.00","12,706.05","12,840.95","12,750.90","12,764.25","12,746.10","12,948.80","9,047.05",70472,"89,82,43,148.55",16233
16-Sep-19,EQ,"12,511.90","12,869.95","12,511.90","12,689.30","12,835.00","12,840.95","12,762.76","12,948.80","9,047.05",48505,"61,90,57,592.25",11908
13-Sep-19,EQ,"12,570.00","12,719.00","12,509.50","12,556.90","12,700.00","12,689.30","12,622.23","12,948.80","9,047.05",56507,"71,32,44,089.35",14441
12-Sep-19,EQ,"12,776.45","12,836.20","12,520.30","12,758.95","12,570.00","12,556.90","12,649.42","12,948.80","9,047.05",73503,"92,97,70,285.30",23684
11-Sep-19,EQ,"12,838.95","12,841.95","12,663.35","12,836.35","12,735.00","12,758.95","12,743.48","12,948.80","9,047.05",105665,"1,34,65,39,970.35",30291
09-Sep-19,EQ,"12,629.30","12,900.00","12,564.70","12,613.95","12,825.00","12,836.35","12,777.27","12,948.80","9,047.05",68341,"87,32,11,670.25",13643
06-Sep-19,EQ,"12,650.00","12,712.20","12,505.00","12,612.15","12,610.00","12,613.95","12,603.64","12,948.80","9,047.05",57818,"72,87,17,046.15",18872
05-Sep-19,EQ,"12,480.05","12,675.00","12,480.05","12,480.75","12,618.20","12,612.15","12,600.56","12,948.80","9,047.05",52941,"66,70,86,365.95",19016
04-Sep-19,EQ,"12,699.75","12,750.60","12,387.65","12,690.95","12,499.00","12,480.75","12,523.24","12,948.80","9,047.05",91435,"1,14,50,62,121.75",26500
03-Sep-19,EQ,"12,830.00","12,899.00","12,597.60","12,875.20","12,600.25","12,690.95","12,780.19","12,948.80","9,047.05",79268,"1,01,30,60,381.60",23812
30-Aug-19,EQ,"12,725.00","12,948.80","12,567.00","12,716.85","12,900.00","12,875.20","12,735.27","12,948.80","9,047.05",124005,"1,57,92,37,540.40",27237
29-Aug-19,EQ,"12,643.00","12,890.00","12,610.00","12,517.40","12,720.00","12,716.85","12,733.43","12,890.00","9,047.05",243927,"3,10,60,27,968.25",45013
28-Aug-19,EQ,"12,545.00","12,850.00","12,409.95","12,472.35","12,575.00","12,517.40","12,582.21","12,850.00","9,047.05",103647,"1,30,41,08,068.05",23127
27-Aug-19,EQ,"12,354.10","12,550.00","12,354.10","12,391.35","12,475.00","12,472.35","12,462.20","12,799.00","9,047.05",92699,"1,15,52,33,366.40",32145
26-Aug-19,EQ,"12,621.75","12,621.75","12,230.00","12,438.65","12,393.00","12,391.35","12,318.26","12,799.00","9,047.05",77906,"95,96,66,311.65",20234
23-Aug-19,EQ,"12,499.50","12,547.60","12,250.00","12,470.00","12,479.90","12,438.65","12,424.08","12,799.00","9,047.05",58571,"72,76,90,774.20",16906
22-Aug-19,EQ,"12,640.00","12,799.00","12,405.25","12,594.10","12,453.00","12,470.00","12,548.61","12,799.00","9,047.05",100858,"1,26,56,27,514.15",32147
21-Aug-19,EQ,"11,970.00","12,646.50","11,970.00","11,969.80","12,640.00","12,594.10","12,428.21","12,646.50","9,047.05",273006,"3,39,29,74,670.40",54332
20-Aug-19,EQ,"12,114.00","12,155.85","11,916.70","12,066.60","11,951.00","11,969.80","12,041.13","12,268.50","9,047.05",67952,"81,82,18,733.85",22707
19-Aug-19,EQ,"12,090.00","12,259.90","12,040.05","12,004.40","12,055.30","12,066.60","12,162.76","12,268.50","9,047.05",44883,"54,59,01,189.50",13283
16-Aug-19,EQ,"12,099.90","12,107.90","11,906.90","12,036.55","12,007.00","12,004.40","12,006.10","12,268.50","9,047.05",56885,"68,29,67,033.50",17780
14-Aug-19,EQ,"11,893.45","12,159.00","11,850.10","11,893.45","12,003.70","12,036.55","12,055.47","12,268.50","9,047.05",58376,"70,37,50,129.55",18816
13-Aug-19,EQ,"11,962.20","12,192.95","11,820.05","11,993.30","11,830.55","11,893.45","12,050.27","12,268.50","9,047.05",77413,"93,28,47,383.75",24395
09-Aug-19,EQ,"11,780.00","12,268.50","11,700.00","11,840.25","11,951.10","11,993.30","12,010.95","12,268.50","9,047.05",116548,"1,39,98,51,858.10",26427
08-Aug-19,EQ,"11,800.00","11,930.00","11,775.00","11,777.45","11,845.70","11,840.25","11,849.69","12,023.25","9,047.05",36614,"43,38,64,550.25",10563
07-Aug-19,EQ,"11,790.00","11,909.65","11,732.15","11,837.55","11,788.00","11,777.45","11,831.58","12,023.25","9,047.05",46996,"55,60,36,890.60",18030
06-Aug-19,EQ,"11,710.00","11,998.00","11,701.05","11,712.80","11,810.00","11,837.55","11,875.71","12,023.25","9,047.05",85992,"1,02,12,15,720.25",22651
05-Aug-19,EQ,"11,528.00","11,950.00","11,490.00","11,411.50","11,781.00","11,712.80","11,726.61","12,023.25","9,047.05",122980,"1,44,21,38,135.90",27475
02-Aug-19,EQ,"11,425.00","11,536.15","11,322.45","11,547.00","11,415.00","11,411.50","11,408.76","12,023.25","9,047.05",56548,"64,51,42,606.85",19660
01-Aug-19,EQ,"11,664.00","11,664.00","11,445.00","11,675.90","11,534.15","11,547.00","11,524.38","12,023.25","9,047.05",34623,"39,90,08,696.10",12774
31-Jul-19,EQ,"11,500.05","11,740.00","11,401.00","11,536.55","11,650.00","11,675.90","11,605.58","12,023.25","9,047.05",46971,"54,51,25,844.05",15043
30-Jul-19,EQ,"11,673.85","11,690.55","11,500.00","11,620.25","11,502.85","11,536.55","11,590.05","12,023.25","9,047.05",34459,"39,93,81,367.35",13990
29-Jul-19,EQ,"11,600.00","11,690.00","11,479.25","11,623.25","11,581.55","11,620.25","11,586.69","12,023.25","9,047.05",46052,"53,35,90,210.80",12622
26-Jul-19,EQ,"11,525.00","11,671.45","11,470.00","11,495.00","11,625.10","11,623.25","11,589.87","12,023.25","9,047.05",30544,"35,40,00,989.60",10857
25-Jul-19,EQ,"11,509.00","11,666.85","11,440.00","11,479.90","11,505.00","11,495.00","11,515.99","12,023.25","9,047.05",53885,"62,05,39,164.45",15649
24-Jul-19,EQ,"11,500.00","11,619.75","11,298.75","11,470.75","11,516.00","11,479.90","11,442.85","12,023.25","9,047.05",49740,"56,91,67,291.05",13267
